Õhutemperatuur (°C),Suhteline õhuniiskus (%),Õhurõhk merepinnal (hPa),Õhurõhu muutus (hPa),Tuul suund (°),Tuul kiirus (m/s),Tuul max kiirus (m/s),Pilvisus (palli),Hetkeilm (sensor),Hetkeilm (vaatleja),Sademed (mm),Nähtavus (km),date,hour
9.3,58.0,1021.4,-0.3,19.0,3.8,6.3,,nähtusteta,,0.0,35.0,22.04.2022,13
11.6,54.0,1020.9,-0.6,27.0,3.4,5.5,,nähtusteta,,0.0,35.0,22.04.2022,14
11.9,48.0,1020.4,-0.9,24.0,3.5,6.1,0.0,nähtusteta,nähtusteta,0.0,35.0,22.04.2022,15
13.0,41.0,1019.8,-1.6,34.0,3.6,5.4,,nähtusteta,,0.0,35.0,22.04.2022,16
11.8,48.0,1019.6,-1.3,20.0,2.7,5.4,,nähtusteta,,0.0,35.0,22.04.2022,17
12.0,48.0,1019.4,-1.0,26.0,2.4,4.0,2.0,nähtusteta,nähtusteta,0.0,35.0,22.04.2022,18
11.7,48.0,1019.1,-0.7,26.0,2.2,4.2,,nähtusteta,,0.0,35.0,22.04.2022,19
11.9,44.0,1018.8,-0.8,16.0,2.0,3.4,,nähtusteta,,0.0,35.0,22.04.2022,20
9.1,57.0,1018.7,-0.7,15.0,1.6,2.6,5.0,nähtusteta,nähtusteta,0.0,34.4,22.04.2022,21
6.5,71.0,1018.5,-0.6,28.0,0.8,2.0,,nähtusteta,,0.0,30.7,22.04.2022,22
4.6,79.0,1018.5,-0.3,349.0,1.5,2.3,,nähtusteta,,0.0,35.0,22.04.2022,23
3.8,85.0,1018.3,-0.4,336.0,1.1,2.7,0.0,nähtusteta,nähtusteta,0.0,35.0,23.04.2022,0
3.1,88.0,1018.0,-0.5,3.0,1.9,3.6,,nähtusteta,,0.0,35.0,23.04.2022,1
2.8,91.0,1017.7,-0.8,358.0,1.6,3.0,,nähtusteta,,0.0,35.0,23.04.2022,2
2.6,90.0,1017.3,-1.0,23.0,1.3,3.2,0.0,nähtusteta,nähtusteta,0.0,35.0,23.04.2022,3
0.1,96.0,1017.0,-1.0,174.0,1.1,1.8,,nähtusteta,,0.0,12.8,23.04.2022,4
-0.1,98.0,1016.8,-0.9,315.0,0.6,1.5,,nähtusteta,,0.0,24.9,23.04.2022,5
-0.7,94.0,1016.5,-0.8,343.0,0.3,1.3,5.0,nähtusteta,madal udu,0.0,28.3,23.04.2022,6
2.4,92.0,1016.3,-0.7,360.0,1.2,1.8,,nähtusteta,,0.0,26.2,23.04.2022,7
4.5,82.0,1016.4,-0.4,358.0,1.9,3.2,,nähtusteta,,0.0,35.0,23.04.2022,8
7.8,67.0,1016.2,-0.3,31.0,2.2,4.2,7.0,nähtusteta,nähtusteta,0.0,35.0,23.04.2022,9
7.9,65.0,1016.4,0.1,16.0,3.3,7.2,,nähtusteta,,0.0,35.0,23.04.2022,10
7.4,67.0,1016.5,0.1,37.0,4.5,8.0,,nähtusteta,,0.0,35.0,23.04.2022,11
8.7,60.0,1016.4,0.2,34.0,5.4,8.3,6.0,nähtusteta,nähtusteta,0.0,35.0,23.04.2022,12
9.3,53.0,1016.4,0.0,46.0,5.7,9.1,,nähtusteta,,0.0,35.0,23.04.2022,13
8.1,65.0,1016.6,0.1,36.0,6.7,10.9,,nähtusteta,,0.0,35.0,23.04.2022,14
8.0,61.0,1016.5,0.1,52.0,6.5,11.3,6.0,nähtusteta,nähtusteta,0.0,35.0,23.04.2022,15
8.7,57.0,1016.3,-0.1,48.0,7.2,12.0,,nähtusteta,,0.0,35.0,23.04.2022,16
9.5,47.0,1016.0,-0.6,68.0,8.9,15.4,,nähtusteta,,0.1,35.0,23.04.2022,17
9.9,42.0,1016.0,-0.5,67.0,7.6,17.4,5.0,nähtusteta,nähtusteta,0.0,35.0,23.04.2022,18
9.7,43.0,1015.8,-0.5,69.0,8.6,14.1,,nähtusteta,,0.0,35.0,23.04.2022,19
8.8,47.0,1016.0,0.0,57.0,7.1,13.1,,nähtusteta,,0.0,35.0,23.04.2022,20
7.5,53.0,1016.5,0.5,61.0,5.2,10.7,4.0,nähtusteta,nähtusteta,0.0,35.0,23.04.2022,21
6.3,60.0,1016.6,0.8,54.0,4.8,9.7,,nähtusteta,,0.0,35.0,23.04.2022,22
5.4,67.0,1016.4,0.4,50.0,4.8,8.3,,nähtusteta,,0.0,35.0,23.04.2022,23
5.4,64.0,1016.1,-0.4,55.0,4.8,9.5,0.0,nähtusteta,nähtusteta,0.0,35.0,24.04.2022,0
5.3,63.0,1016.1,-0.5,57.0,5.4,11.5,,nähtusteta,,0.0,35.0,24.04.2022,1
4.4,66.0,1015.9,-0.5,57.0,5.9,10.4,,nähtusteta,,0.0,35.0,24.04.2022,2
3.6,72.0,1015.7,-0.4,49.0,5.6,10.3,6.0,nähtusteta,nähtusteta,0.0,35.0,24.04.2022,3
3.1,75.0,1015.5,-0.6,47.0,6.2,11.4,,nähtusteta,,0.0,35.0,24.04.2022,4
2.7,76.0,1015.1,-0.8,49.0,6.0,12.3,,nähtusteta,,0.0,35.0,24.04.2022,5
2.5,78.0,1015.2,-0.5,48.0,6.4,12.3,5.0,nähtusteta,nähtusteta,0.0,35.0,24.04.2022,6
2.5,79.0,1015.0,-0.5,44.0,7.0,14.0,,nähtusteta,,0.0,35.0,24.04.2022,7
2.7,78.0,1014.8,-0.3,43.0,7.9,12.7,,nähtusteta,,0.0,35.0,24.04.2022,8
2.8,78.0,1014.6,-0.6,48.0,7.7,13.8,10.0,nähtusteta,nähtusteta,0.0,35.0,24.04.2022,9
3.1,78.0,1014.4,-0.6,50.0,7.5,12.5,,nähtusteta,,0.0,35.0,24.04.2022,10
3.1,77.0,1014.2,-0.6,48.0,7.4,15.1,,nähtusteta,,0.0,35.0,24.04.2022,11
4.0,73.0,1014.2,-0.4,46.0,7.6,14.2,10.0,nähtusteta,nähtusteta,0.0,35.0,24.04.2022,12
5.9,62.0,1013.7,-0.7,57.0,8.4,15.5,,nähtusteta,,0.0,35.0,24.04.2022,13
6.7,59.0,1013.2,-1.0,55.0,8.2,15.6,,nähtusteta,,0.0,35.0,24.04.2022,14
7.2,59.0,1012.8,-1.4,52.0,9.0,16.3,8.0,nähtusteta,nähtusteta,0.0,35.0,24.04.2022,15
7.9,58.0,1012.4,-1.3,54.0,7.9,15.2,,nähtusteta,,0.0,35.0,24.04.2022,16
7.5,59.0,1012.2,-1.0,53.0,8.2,15.9,,nähtusteta,,0.0,35.0,24.04.2022,17
7.0,61.0,1012.0,-0.8,55.0,6.5,13.0,10.0,nähtusteta,nähtusteta,0.0,35.0,24.04.2022,18
6.5,65.0,1011.8,-0.6,56.0,5.4,12.8,,nähtusteta,,0.0,35.0,24.04.2022,19
6.1,70.0,1011.6,-0.6,59.0,5.6,9.6,,uduvihm,,0.0,35.0,24.04.2022,20
6.2,70.0,1011.7,-0.3,60.0,5.9,10.6,10.0,vihm,nõrk vihm,0.0,35.0,24.04.2022,21
6.5,68.0,1011.5,-0.3,59.0,5.9,11.4,,nõrk hoogvihm,,0.0,35.0,24.04.2022,22
5.2,78.0,1011.3,-0.3,43.0,4.0,9.8,,nõrk vihm,,0.0,35.0,24.04.2022,23
5.5,75.0,1010.9,-0.8,50.0,4.5,8.0,10.0,uduvihm,nõrk vihm,0.0,35.0,25.04.2022,0
4.5,83.0,1010.7,-0.8,36.0,3.6,8.5,,uduvihm,,0.0,35.0,25.04.2022,1
4.5,81.0,1010.2,-1.1,27.0,3.7,6.0,,sademed,,0.0,35.0,25.04.2022,2
4.6,77.0,1009.7,-1.2,31.0,3.9,6.4,10.0,nähtusteta,nähtusteta,0.0,35.0,25.04.2022,3
4.3,78.0,1009.4,-1.3,30.0,3.6,6.7,,nähtusteta,,0.0,35.0,25.04.2022,4
4.0,80.0,1009.2,-1.0,27.0,3.7,6.4,,nähtusteta,,0.0,35.0,25.04.2022,5
3.9,79.0,1008.8,-0.9,26.0,3.4,6.8,10.0,nähtusteta,nähtusteta,0.0,35.0,25.04.2022,6
3.7,81.0,1008.6,-0.8,28.0,4.1,6.9,,nähtusteta,,0.0,35.0,25.04.2022,7
4.1,80.0,1008.4,-0.8,35.0,3.3,6.8,,uduvihm,,0.0,35.0,25.04.2022,8
4.2,84.0,1008.3,-0.5,30.0,3.6,5.9,10.0,uduvihm,nõrk hoogvihm,0.1,35.0,25.04.2022,9
4.3,80.0,1008.0,-0.6,30.0,3.9,6.6,,nähtusteta,,0.0,35.0,25.04.2022,10
4.5,80.0,1008.0,-0.4,19.0,2.8,5.1,,nähtusteta,,0.0,28.8,25.04.2022,11
5.0,79.0,1007.9,-0.4,19.0,3.7,5.6,9.0,nõrk hoogvihm,nähtusteta,0.0,35.0,25.04.2022,12
4.9,80.0,1007.9,-0.1,25.0,2.8,5.7,,nõrk hoogvihm,,0.0,35.0,25.04.2022,13
5.5,79.0,1008.0,0.0,43.0,2.8,5.3,,nõrk hoogvihm,,0.0,35.0,25.04.2022,14
6.3,75.0,1008.0,0.1,27.0,2.3,4.4,8.0,vihm,hoogvihm,0.0,35.0,25.04.2022,15
8.8,66.0,1007.7,-0.2,41.0,1.6,3.2,,nähtusteta,,0.0,35.0,25.04.2022,16
10.7,50.0,1007.4,-0.6,3.0,2.3,4.6,,nähtusteta,,0.0,35.0,25.04.2022,17
10.5,47.0,1007.4,-0.6,276.0,3.1,6.0,4.0,nähtusteta,nähtusteta,0.0,35.0,25.04.2022,18
9.9,46.0,1007.2,-0.5,262.0,4.3,6.8,,nähtusteta,,0.0,35.0,25.04.2022,19
8.4,53.0,1007.1,-0.3,263.0,3.9,7.5,,nähtusteta,,0.0,35.0,25.04.2022,20
6.6,63.0,1007.1,-0.3,239.0,2.8,6.8,2.0,nähtusteta,nähtusteta,0.0,35.0,25.04.2022,21
5.6,67.0,1007.2,0.0,232.0,2.8,4.9,,nähtusteta,,0.0,35.0,25.04.2022,22
4.1,78.0,1007.1,0.0,231.0,2.7,4.5,,nähtusteta,,0.0,35.0,25.04.2022,23
3.3,82.0,1007.1,0.0,234.0,2.3,4.1,1.0,nähtusteta,nähtusteta,0.0,35.0,26.04.2022,0
2.8,86.0,1007.3,0.1,237.0,1.8,4.1,,nähtusteta,,0.0,35.0,26.04.2022,1
2.2,87.0,1007.3,0.2,232.0,1.7,3.1,,nähtusteta,,0.0,35.0,26.04.2022,2
1.6,88.0,1007.3,0.2,231.0,1.8,3.0,1.0,nähtusteta,nähtusteta,0.0,35.0,26.04.2022,3
1.7,87.0,1007.4,0.1,257.0,2.6,3.6,,nähtusteta,,0.0,35.0,26.04.2022,4
1.6,87.0,1007.6,0.3,254.0,2.3,3.6,,nähtusteta,,0.0,35.0,26.04.2022,5
2.4,89.0,1007.6,0.3,264.0,2.7,4.7,1.0,nähtusteta,nähtusteta,0.0,35.0,26.04.2022,6
3.6,85.0,1008.1,0.7,255.0,2.1,4.1,,nähtusteta,,0.0,35.0,26.04.2022,7
4.9,78.0,1008.4,0.8,307.0,3.4,7.1,,nähtusteta,,0.0,35.0,26.04.2022,8
5.4,76.0,1009.0,1.4,313.0,3.3,8.3,6.0,nähtusteta,nähtusteta,0.0,35.0,26.04.2022,9
6.8,71.0,1009.5,1.4,319.0,4.0,8.4,,nähtusteta,,0.0,35.0,26.04.2022,10
8.8,61.0,1010.1,1.7,297.0,2.9,7.1,,nähtusteta,,0.0,35.0,26.04.2022,11
8.5,52.0,1010.8,1.8,314.0,4.3,9.4,1.0,nähtusteta,nähtusteta,0.0,35.0,26.04.2022,12
8.3,53.0,1011.7,2.2,337.0,3.5,9.0,,nähtusteta,,0.0,35.0,26.04.2022,13
9.1,47.0,1012.1,2.0,327.0,3.6,7.4,,nähtusteta,,0.0,35.0,26.04.2022,14
9.2,41.0,1012.6,1.8,334.0,3.5,7.6,3.0,nähtusteta,nähtusteta,0.0,35.0,26.04.2022,15
9.8,38.0,1012.7,1.0,323.0,3.0,7.0,,nähtusteta,,0.0,35.0,26.04.2022,16
9.6,46.0,1013.1,1.0,269.0,3.9,7.5,,nähtusteta,,0.0,35.0,26.04.2022,17
7.7,60.0,1013.4,0.8,280.0,3.2,8.4,6.0,nähtusteta,nähtusteta,0.0,35.0,26.04.2022,18
6.9,62.0,1013.7,1.0,286.0,3.2,7.6,,nähtusteta,,0.0,35.0,26.04.2022,19
6.2,65.0,1013.9,0.8,288.0,1.4,6.7,,nähtusteta,,0.0,35.0,26.04.2022,20
5.8,65.0,1014.3,0.9,292.0,0.9,4.4,8.0,nähtusteta,nähtusteta,0.0,35.0,26.04.2022,21
5.2,68.0,1014.9,1.2,327.0,0.9,3.1,,nähtusteta,,0.0,35.0,26.04.2022,22
4.6,75.0,1015.3,1.4,351.0,1.0,2.3,,nähtusteta,,0.0,35.0,26.04.2022,23
5.2,57.0,1016.0,1.7,31.0,3.4,6.1,7.0,nähtusteta,nähtusteta,0.0,35.0,27.04.2022,0
4.7,52.0,1016.9,2.0,47.0,3.4,6.8,,nähtusteta,,0.0,35.0,27.04.2022,1
3.9,55.0,1017.9,2.6,38.0,4.3,7.7,,nähtusteta,,0.0,35.0,27.04.2022,2
3.1,56.0,1018.6,2.6,29.0,5.1,8.8,8.0,nähtusteta,nähtusteta,0.0,35.0,27.04.2022,3
2.7,56.0,1019.8,2.9,25.0,3.9,8.3,,nähtusteta,,0.0,35.0,27.04.2022,4
2.1,54.0,1020.5,2.6,22.0,3.0,6.5,,nähtusteta,,0.0,35.0,27.04.2022,5
1.4,59.0,1021.1,2.5,356.0,3.0,6.8,2.0,nähtusteta,nähtusteta,0.0,35.0,27.04.2022,6
1.9,57.0,1021.8,2.0,358.0,2.9,5.9,,nähtusteta,,0.0,35.0,27.04.2022,7
2.4,53.0,1022.6,2.1,6.0,3.2,6.2,,nähtusteta,,0.0,35.0,27.04.2022,8
3.5,50.0,1023.2,2.1,2.0,2.7,6.1,1.0,nähtusteta,nähtusteta,0.0,35.0,27.04.2022,9
4.1,42.0,1024.0,2.2,15.0,3.1,6.8,,nähtusteta,,0.0,35.0,27.04.2022,10
3.6,31.0,1024.5,1.9,32.0,2.9,6.6,,nähtusteta,,0.0,35.0,27.04.2022,11
4.1,30.0,1025.0,1.8,33.0,3.2,5.8,1.0,nähtusteta,nähtusteta,0.0,35.0,27.04.2022,12
4.8,33.0,1025.2,1.2,323.0,2.1,6.1,,nähtusteta,,0.0,35.0,27.04.2022,13
4.8,33.0,1025.3,0.8,293.0,3.3,6.3,,nähtusteta,,0.0,35.0,27.04.2022,14
4.8,32.0,1025.1,0.1,343.0,3.0,5.7,2.0,nähtusteta,nähtusteta,0.0,35.0,27.04.2022,15
5.2,32.0,1025.0,-0.2,277.0,3.5,6.7,,nähtusteta,,0.0,35.0,27.04.2022,16
5.4,38.0,1024.9,-0.4,295.0,3.9,7.6,,nähtusteta,,0.0,35.0,27.04.2022,17
4.6,53.0,1024.8,-0.3,284.0,2.9,7.2,7.0,nähtusteta,nähtusteta,0.0,35.0,27.04.2022,18
5.1,46.0,1024.4,-0.6,261.0,3.4,6.2,,nähtusteta,,0.0,35.0,27.04.2022,19
3.9,65.0,1024.4,-0.5,268.0,2.6,6.6,,nähtusteta,,0.0,35.0,27.04.2022,20
3.1,71.0,1024.8,0.0,254.0,2.9,6.1,4.0,nähtusteta,nähtusteta,0.0,35.0,27.04.2022,21
1.6,76.0,1024.7,0.3,248.0,2.1,4.2,,nähtusteta,,0.0,35.0,27.04.2022,22
1.2,77.0,1024.6,0.2,232.0,2.0,2.9,,nähtusteta,,0.0,35.0,27.04.2022,23
0.5,75.0,1024.7,-0.1,235.0,2.4,3.5,2.0,uduvine,nähtusteta,0.0,2.9,28.04.2022,0
-0.2,72.0,1024.9,0.2,234.0,2.2,3.6,,nähtusteta,,0.0,35.0,28.04.2022,1
-0.5,69.0,1025.1,0.5,278.0,1.3,3.3,,nähtusteta,,0.0,35.0,28.04.2022,2
0.2,59.0,1025.1,0.4,316.0,1.6,3.9,2.0,nähtusteta,nähtusteta,0.0,35.0,28.04.2022,3
-0.1,61.0,1025.2,0.3,317.0,2.0,5.6,,nähtusteta,,0.0,35.0,28.04.2022,4
-0.9,65.0,1025.3,0.2,283.0,1.7,5.4,,nähtusteta,,0.0,35.0,28.04.2022,5
-1.4,69.0,1025.4,0.3,262.0,1.3,3.2,0.0,nähtusteta,nähtusteta,0.0,35.0,28.04.2022,6
0.6,64.0,1025.7,0.5,303.0,1.5,3.4,,nähtusteta,,0.0,35.0,28.04.2022,7
1.9,54.0,1025.8,0.5,314.0,2.5,5.0,,nähtusteta,,0.0,34.1,28.04.2022,8
2.7,44.0,1025.7,0.3,307.0,2.2,4.5,4.0,nähtusteta,nähtusteta,0.0,35.0,28.04.2022,9
3.5,38.0,1025.6,-0.1,295.0,1.7,4.2,,nähtusteta,,0.0,35.0,28.04.2022,10
4.6,34.0,1025.6,-0.2,240.0,2.2,5.4,,nähtusteta,,0.0,35.0,28.04.2022,11
5.4,37.0,1025.2,-0.5,251.0,2.9,6.3,10.0,nähtusteta,nähtusteta,0.0,35.0,28.04.2022,12
5.9,36.0,1024.8,-0.8,219.0,3.8,7.5,,nähtusteta,,0.0,35.0,28.04.2022,13
6.2,50.0,1024.5,-1.1,224.0,5.7,10.2,,nähtusteta,,0.0,35.0,28.04.2022,14
4.8,66.0,1024.2,-1.0,197.0,3.9,9.6,9.0,sademed,nähtusteta,0.0,35.0,28.04.2022,15
6.5,53.0,1023.2,-1.6,222.0,4.1,9.1,,nähtusteta,,0.0,35.0,28.04.2022,16
7.0,51.0,1022.5,-2.0,199.0,3.7,10.0,,nähtusteta,,0.0,35.0,28.04.2022,17
6.6,57.0,1022.1,-2.1,214.0,3.3,7.0,10.0,sademed,hoogvihm,0.0,35.0,28.04.2022,18
6.2,65.0,1021.8,-1.4,225.0,3.9,9.0,,nähtusteta,,0.0,35.0,28.04.2022,19
6.2,66.0,1021.5,-1.0,249.0,5.5,9.3,,nähtusteta,,0.0,35.0,28.04.2022,20
4.7,77.0,1021.6,-0.5,252.0,5.1,10.8,8.0,nähtusteta,nähtusteta,0.0,35.0,28.04.2022,21
