Kuupäev;Kask;Lepp;Sarapuu;Kõrrelised;Puju;Kadakas;Malts;Alternaria
"2018-06-21 01:00";0;0;0;2;0;0;0;2
"2018-06-20 01:00";8;0;0;18;0;0;0;5
"2018-06-19 01:00";19;0;0;18;0;3;0;7
"2018-06-18 01:00";5;0;0;29;0;0;0;9
"2018-06-17 01:00";3;0;0;31;0;0;0;5
"2018-06-16 01:00";3;0;0;33;0;1;0;3
"2018-06-15 01:00";5;1;0;29;0;1;0;7
"2018-06-14 01:00";4;0;0;15;0;2;0;2
"2018-06-13 01:00";6;0;0;9;0;0;0;0
"2018-06-12 01:00";2;1;0;4;0;2;0;2
"2018-06-11 01:00";4;0;0;49;0;3;2;1
"2018-06-10 01:00";5;0;0;32;0;3;0;1
"2018-06-09 01:00";4;0;0;7;0;0;0;1
"2018-06-08 01:00";6;0;0;4;0;0;0;1
"2018-06-07 01:00";15;0;0;9;0;5;0;0
"2018-06-06 01:00";11;0;0;3;0;3;0;0
"2018-06-05 01:00";35;1;0;7;0;3;0;1
"2018-06-04 01:00";69;3;0;7;0;17;0;2
"2018-06-03 01:00";26;0;0;13;0;15;0;0
"2018-06-02 01:00";21;0;0;17;0;11;0;1
"2018-06-01 01:00";12;0;0;11;0;12;0;0
"2018-05-31 01:00";36;0;0;10;0;15;0;1
"2018-05-30 01:00";76;1;0;3;0;20;0;2
"2018-05-29 01:00";43;2;0;7;0;12;0;3
"2018-05-28 01:00";33;0;0;5;0;15;0;0
"2018-05-27 01:00";25;0;0;3;0;75;0;1
"2018-05-26 01:00";25;0;0;5;0;22;0;5
"2018-05-25 01:00";32;0;0;1;0;17;0;1
"2018-05-24 01:00";81;1;0;2;0;35;0;0
"2018-05-23 01:00";59;2;0;4;0;126;0;1
"2018-05-22 01:00";33;1;0;6;0;19;0;5
"2018-05-21 01:00";43;0;0;6;0;169;0;3
"2018-05-20 01:00";51;2;0;1;0;5;0;1
"2018-05-19 01:00";151;0;0;0;0;4;0;1
"2018-05-18 01:00";338;3;0;1;0;18;0;0
"2018-05-17 01:00";233;0;0;1;0;9;0;0
"2018-05-16 01:00";258;1;0;1;0;0;0;3
"2018-05-15 01:00";382;2;0;0;0;1;0;1
"2018-05-14 01:00";630;2;0;0;0;0;0;0
"2018-05-13 01:00";632;1;0;1;0;0;0;1
"2018-05-12 01:00";1340;0;0;0;0;0;0;2
"2018-05-11 01:00";1428;5;0;0;0;0;1;0
"2018-05-10 01:00";1659;3;1;0;0;0;0;1
"2018-05-09 01:00";1785;1;0;0;0;0;0;0
"2018-05-08 01:00";2114;1;0;0;0;0;0;5
"2018-05-07 01:00";2347;2;0;0;0;1;0;0
"2018-05-06 01:00";1300;0;1;0;0;5;0;1
"2018-05-05 01:00";99;1;0;0;0;0;0;2
"2018-05-04 01:00";124;1;0;0;0;2;0;2
"2018-05-03 01:00";317;2;1;0;0;0;0;0
"2018-05-02 01:00";27;0;0;0;0;2;0;0
"2018-05-01 01:00";11;2;0;0;0;0;0;1
"2018-04-30 01:00";8;0;0;0;0;1;0;0
"2018-04-29 01:00";119;0;0;0;0;1;0;0
"2018-04-28 01:00";35;1;2;0;0;0;0;0
"2018-04-27 01:00";11;10;0;0;0;1;0;0
"2018-04-26 01:00";9;6;0;0;0;2;0;0
"2018-04-25 01:00";1;6;1;0;0;0;0;0
"2018-04-24 01:00";29;5;2;0;0;0;0;0
"2018-04-23 01:00";1;6;3;0;0;1;0;0
"2018-04-22 01:00";0;5;2;0;0;1;0;0
"2018-04-21 01:00";11;55;5;0;0;5;0;0
"2018-04-20 01:00";3;30;9;0;0;4;0;0
"2018-04-19 01:00";3;78;4;0;0;0;0;0
"2018-04-18 01:00";3;40;5;0;0;2;0;0
"2018-04-17 01:00";13;11;1;0;0;0;0;1
"2018-04-16 01:00";56;21;6;0;0;0;0;1
"2018-04-15 01:00";43;59;17;0;0;2;0;0
"2018-04-14 01:00";6;35;39;0;0;0;0;1
"2018-04-13 01:00";0;34;5;0;0;0;0;0
"2018-04-12 01:00";0;24;1;0;0;0;0;0
"2018-04-11 01:00";0;37;6;0;0;0;0;0
"2018-04-10 01:00";0;21;0;0;0;0;0;0
"2018-04-09 01:00";0;211;31;0;0;3;0;2
"2018-04-08 01:00";0;100;15;0;0;2;0;0
"2018-04-07 01:00";0;25;1;0;0;2;0;0
"2018-04-06 01:00";0;13;0;0;0;0;0;0
"2018-04-05 01:00";0;64;17;0;0;0;0;0
"2018-04-04 01:00";0;3;2;0;0;0;0;1
"2018-04-03 01:00";0;0;0;0;0;0;0;0
"2018-04-02 01:00";0;0;1;0;0;0;0;0
"2018-04-01 01:00";0;0;0;0;0;0;0;0
"2018-03-31 01:00";0;0;0;0;0;0;0;1
"2018-03-30 01:00";1;1;0;0;0;0;0;0
"2018-03-29 01:00";0;0;0;0;0;0;0;0
"2018-03-28 01:00";0;0;0;0;0;0;0;0
"2018-03-27 01:00";0;0;0;0;0;0;0;0
"2018-03-26 01:00";0;0;0;0;0;0;0;0
"2018-03-25 00:00";1;0;0;0;0;0;0;0
"2018-03-24 00:00";0;0;0;0;0;0;0;0
"2018-03-23 00:00";0;0;0;0;0;0;0;0
"2018-03-22 00:00";1;0;0;0;0;0;0;1
"2018-03-21 00:00";0;0;0;0;0;0;0;0
"2018-03-20 00:00";0;0;0;0;0;0;0;0
"2018-03-19 00:00";0;3;0;0;0;0;0;0
"2018-03-18 00:00";0;0;1;0;0;0;0;0
"2018-03-17 00:00";0;0;0;0;0;0;0;0
"2018-03-16 00:00";0;0;0;0;0;0;0;0
"2018-03-15 00:00";0;0;0;0;0;0;0;0
"2018-03-14 00:00";0;1;0;0;0;0;0;0
"2018-03-13 00:00";0;1;0;0;0;0;0;0
"2018-03-12 00:00";0;2;0;0;0;0;0;0
"2018-03-11 00:00";1;0;0;0;0;0;0;0
"2018-03-10 00:00";0;0;0;0;0;0;0;0
"2018-03-09 00:00";0;0;0;0;0;0;0;0
"2018-03-08 00:00";0;0;0;0;0;0;0;0
"2018-03-07 00:00";0;0;0;0;0;0;0;0
"2018-03-06 00:00";0;0;0;0;0;0;0;0
"2018-03-05 00:00";0;0;0;0;0;0;0;0
"2018-03-04 00:00";0;0;0;0;0;0;0;0
"2018-03-03 00:00";0;0;0;0;0;0;0;0
"2018-03-02 00:00";0;0;0;0;0;0;0;0
"2018-03-01 00:00";0;0;0;0;0;0;0;0
"2018-02-28 00:00";0;0;0;0;0;0;0;0
"2018-02-27 00:00";0;0;0;0;0;0;0;0
"2018-02-26 00:00";0;0;0;0;0;0;0;1
"2018-02-25 00:00";0;0;0;0;0;0;0;0
"2018-02-24 00:00";0;0;0;0;0;0;0;0
"2018-02-23 00:00";0;0;0;0;0;0;0;0
"2018-02-22 00:00";0;0;0;0;0;0;0;0
