Kuupäev;Kask;Lepp;Sarapuu;Kõrrelised;Puju;Kadakas;Malts;Alternaria
"2020-09-23 01:00";0;0;0;0;0;0;0;32
"2020-09-22 01:00";0;0;0;1;0;0;0;3
"2020-09-21 01:00";0;0;0;0;0;0;0;5
"2020-09-20 01:00";0;0;0;0;0;0;0;8
"2020-09-19 01:00";0;0;0;0;0;0;0;3
"2020-09-18 01:00";0;0;0;0;0;0;0;2
"2020-09-17 01:00";0;0;0;3;0;0;0;21
"2020-09-16 01:00";0;0;0;0;0;0;0;22
"2020-09-15 01:00";0;0;0;0;0;0;0;0
"2020-09-14 01:00";0;0;0;0;0;0;0;5
"2020-09-13 01:00";0;0;0;1;0;0;0;7
"2020-09-12 01:00";0;0;0;0;0;0;0;8
"2020-09-11 01:00";0;0;0;1;0;0;0;4
"2020-09-10 01:00";0;0;0;1;0;0;0;14
"2020-09-09 01:00";0;0;0;1;0;0;0;5
"2020-09-08 01:00";0;0;0;0;0;0;0;5
"2020-09-07 01:00";0;0;0;0;0;0;0;8
"2020-09-06 01:00";0;0;0;0;0;0;0;12
"2020-09-05 01:00";0;0;0;1;1;0;0;24
"2020-09-04 01:00";0;0;0;0;0;0;0;40
"2020-09-03 01:00";0;0;0;5;0;0;0;13
"2020-09-02 01:00";0;0;0;0;1;0;0;13
"2020-09-01 01:00";0;0;0;0;0;0;0;7
"2020-08-31 01:00";0;0;0;0;0;0;0;4
"2020-08-30 01:00";0;0;0;0;0;0;0;2
"2020-08-29 01:00";0;0;0;0;1;0;0;33
"2020-08-28 01:00";1;0;0;0;1;0;0;0
"2020-08-27 01:00";1;0;0;0;0;0;0;22
"2020-08-26 01:00";0;0;0;1;0;0;0;13
"2020-08-25 01:00";0;0;0;0;0;0;1;24
"2020-08-24 01:00";0;0;0;0;0;0;0;22
"2020-08-23 01:00";0;0;0;0;0;0;0;58
"2020-08-22 01:00";;;;;;;;
"2020-08-21 01:00";;;;;;;;
"2020-08-20 01:00";;;;;;;;
"2020-08-19 01:00";0;0;0;0;8;0;0;154
"2020-08-18 01:00";;;;;;;;
"2020-08-17 01:00";0;0;0;1;6;0;0;40
"2020-08-16 01:00";0;0;0;7;5;0;4;148
"2020-08-15 01:00";0;0;0;7;16;0;1;165
"2020-08-14 01:00";0;0;0;10;12;0;0;26
"2020-08-13 01:00";0;0;0;0;5;0;0;69
"2020-08-12 01:00";0;0;0;1;11;0;0;18
"2020-08-11 01:00";0;0;0;1;11;0;0;14
"2020-08-10 01:00";0;0;0;17;16;0;0;52
"2020-08-09 01:00";0;0;0;17;34;0;0;209
"2020-08-08 01:00";0;0;0;7;12;0;0;105
"2020-08-07 01:00";0;0;0;7;16;0;0;41
"2020-08-06 01:00";2;;;5;41;;;232
"2020-08-05 01:00";;;;5;9;;2;14
"2020-08-04 01:00";;;;;2;;;70
"2020-08-03 01:00";;;;3;8;;;105
"2020-08-02 01:00";;;;5;14;;;169
"2020-08-01 01:00";;;;6;9;;;7
"2020-07-31 01:00";;;;8;16;;;21
"2020-07-30 01:00";;;;;2;;2;56
"2020-07-29 01:00";;;;;2;;;7
"2020-07-28 01:00";;;;;2;;;7
"2020-07-27 01:00";;;;6;19;;;105
"2020-07-26 01:00";;;;5;13;;;56
"2020-07-25 01:00";;;;;3;;;
"2020-07-24 01:00";;;;5;3;;;7
"2020-07-23 01:00";;;;;;;;
"2020-07-22 01:00";2;;;3;;;;
"2020-07-21 01:00";;;;;3;;3;
"2020-07-20 01:00";;;;8;;;;127
"2020-07-19 01:00";;;;6;;;;148
"2020-07-18 01:00";3;;;11;;;;49
"2020-07-17 01:00";11;;2;22;;;;63
"2020-07-16 01:00";0;0;0;16;0;0;0;10
"2020-07-15 01:00";0;0;0;7;0;0;0;10
"2020-07-14 01:00";2;0;0;4;0;0;0;5
"2020-07-13 01:00";0;0;0;4;0;0;0;7
"2020-07-12 01:00";0;0;0;10;0;0;0;10
"2020-07-11 01:00";0;0;0;3;0;0;0;14
"2020-07-10 01:00";0;0;0;7;0;0;0;13
"2020-07-09 01:00";0;0;0;1;0;0;0;5
"2020-07-08 01:00";0;0;0;7;0;0;0;22
"2020-07-07 01:00";0;0;0;5;0;0;1;14
"2020-07-06 01:00";0;0;0;10;0;0;2;49
"2020-07-05 01:00";0;0;0;0;0;0;0;15
"2020-07-04 01:00";0;0;0;16;0;0;2;15
"2020-07-03 01:00";1;0;0;18;0;0;0;21
"2020-07-02 01:00";0;0;0;7;0;0;0;7
"2020-07-01 01:00";1;0;0;0;0;0;0;10
"2020-06-30 01:00";0;0;0;2;0;0;0;6
"2020-06-29 01:00";0;0;0;27;0;0;0;26
"2020-06-28 01:00";0;0;0;51;0;0;0;24
"2020-06-27 01:00";0;0;0;87;0;0;0;65
"2020-06-26 01:00";0;1;0;62;0;0;0;27
"2020-06-25 01:00";0;0;0;43;0;0;0;5
"2020-06-24 01:00";1;0;0;26;0;0;0;9
"2020-06-23 01:00";0;0;0;31;0;0;0;4
"2020-06-22 01:00";2;0;0;18;0;0;0;2
"2020-06-21 01:00";1;0;0;15;0;0;0;11
"2020-06-20 01:00";2;0;0;31;0;0;0;9
"2020-06-19 01:00";1;0;0;14;0;2;1;9
"2020-06-18 01:00";0;0;0;22;1;0;0;7
"2020-06-17 01:00";1;0;0;22;0;0;0;13
"2020-06-16 01:00";2;0;0;25;0;0;0;9
"2020-06-15 01:00";3;0;0;13;0;1;0;10
"2020-06-14 01:00";3;0;0;6;0;0;0;5
"2020-06-13 01:00";0;0;0;7;0;1;0;9
"2020-06-12 01:00";6;0;0;2;0;6;0;7
"2020-06-11 01:00";1;0;0;2;0;14;0;5
"2020-06-10 01:00";0;0;0;1;0;15;0;3
"2020-06-09 01:00";1;0;0;2;0;4;0;3
"2020-06-08 01:00";1;0;0;5;0;3;0;2
"2020-06-07 01:00";3;0;0;3;0;2;0;6
"2020-06-06 01:00";5;0;0;1;0;2;0;1
"2020-06-05 01:00";5;0;0;2;0;11;0;3
"2020-06-04 01:00";2;0;0;4;0;2;0;0
"2020-06-03 01:00";13;1;0;2;0;13;0;0
"2020-06-02 01:00";11;0;0;1;0;3;0;0
"2020-06-01 01:00";19;0;0;2;0;7;0;0
"2020-05-31 01:00";52;1;0;2;0;31;0;0
"2020-05-30 01:00";72;0;0;0;0;31;0;0
"2020-05-29 01:00";35;1;0;0;0;15;0;0
"2020-05-28 01:00";27;0;0;0;0;7;0;6
"2020-05-27 01:00";43;2;0;4;0;35;0;3
"2020-05-26 01:00";41;2;0;1;0;35;0;0
"2020-05-25 01:00";63;0;0;0;0;5;0;1
"2020-05-24 01:00";57;0;0;0;0;5;0;3
"2020-05-23 01:00";145;0;0;0;0;2;0;1
"2020-05-22 01:00";32;0;0;0;0;1;0;1
"2020-05-21 01:00";33;0;0;0;0;0;0;1
"2020-05-20 01:00";15;0;0;0;0;0;0;0
"2020-05-19 01:00";27;0;0;0;0;2;0;0
"2020-05-18 01:00";29;0;0;0;0;1;0;2
"2020-05-17 01:00";9;0;0;0;0;0;0;1
"2020-05-16 01:00";21;0;0;0;0;0;0;4
"2020-05-15 01:00";25;0;0;0;0;0;0;0
"2020-05-14 01:00";25;0;0;0;0;0;0;0
"2020-05-13 01:00";15;0;0;0;0;0;0;0
"2020-05-12 01:00";26;0;0;0;0;0;0;0
"2020-05-11 01:00";173;1;0;0;0;0;0;2
"2020-05-10 01:00";280;0;0;0;0;0;0;1
"2020-05-09 01:00";258;0;0;0;0;1;0;2
"2020-05-08 01:00";165;0;0;0;0;2;0;0
"2020-05-07 01:00";272;2;0;0;0;0;0;0
"2020-05-06 01:00";516;1;0;0;0;0;0;0
"2020-05-05 01:00";160;1;0;0;0;0;0;3
"2020-05-04 01:00";4;2;0;0;0;0;0;3
"2020-05-03 01:00";2;0;0;0;0;0;0;0
"2020-05-02 01:00";206;1;0;0;0;0;0;5
"2020-05-01 01:00";155;0;0;0;0;0;0;0
"2020-04-30 01:00";15;1;0;0;0;0;0;0
"2020-04-29 01:00";2;0;0;0;0;0;0;0
"2020-04-28 01:00";5;0;1;0;0;0;0;0
"2020-04-27 01:00";0;1;0;0;0;0;0;0
"2020-04-26 01:00";0;0;0;0;0;0;0;0
"2020-04-25 01:00";2;0;0;0;0;0;0;0
"2020-04-24 01:00";1;1;0;0;0;1;0;1
"2020-04-23 01:00";2;0;0;0;0;1;0;0
"2020-04-22 01:00";2;1;0;0;0;0;0;1
"2020-04-21 01:00";7;1;1;0;0;0;0;1
"2020-04-20 01:00";0;0;0;0;0;0;0;0
"2020-04-19 01:00";1;0;0;0;0;0;0;0
"2020-04-18 01:00";1;0;0;0;0;0;0;0
"2020-04-17 01:00";1;3;0;0;0;0;0;0
"2020-04-16 01:00";0;0;0;0;0;0;0;0
"2020-04-15 01:00";2;2;0;0;0;0;0;0
"2020-04-14 01:00";0;0;0;0;0;0;0;0
"2020-04-13 01:00";3;0;1;0;0;0;0;0
"2020-04-12 01:00";3;3;0;0;0;0;0;0
"2020-04-11 01:00";3;0;1;0;0;0;0;0
"2020-04-10 01:00";1;1;0;0;0;0;0;0
"2020-04-09 01:00";2;3;0;0;0;0;0;0
"2020-04-08 01:00";0;1;0;0;0;0;0;1
"2020-04-07 01:00";5;2;0;0;0;3;0;0
"2020-04-06 01:00";1;0;1;0;0;0;0;0
"2020-04-05 01:00";0;0;0;0;0;0;0;0
"2020-04-04 01:00";0;0;1;0;0;0;0;0
"2020-04-03 01:00";0;2;1;0;0;1;0;0
"2020-04-02 01:00";0;2;0;0;0;2;0;0
"2020-04-01 01:00";2;1;1;0;0;0;0;1
"2020-03-31 01:00";0;2;0;0;0;0;0;0
"2020-03-30 01:00";0;0;0;0;0;0;0;0
"2020-03-29 00:00";0;1;0;0;0;1;0;0
"2020-03-28 00:00";0;1;0;0;0;2;0;0
"2020-03-27 00:00";1;0;0;0;0;1;0;0
"2020-03-26 00:00";0;0;1;0;0;0;0;0
"2020-03-25 00:00";1;3;0;0;0;0;0;1
"2020-03-24 00:00";0;3;0;0;0;1;0;0
"2020-03-23 00:00";0;3;0;0;0;0;0;0
"2020-03-22 00:00";0;2;0;0;0;0;0;0
"2020-03-21 00:00";0;1;1;0;0;0;0;0
"2020-03-20 00:00";1;2;0;0;0;0;0;0
"2020-03-19 00:00";0;4;1;0;0;0;0;0
"2020-03-18 00:00";0;0;1;0;0;0;0;1
"2020-03-17 00:00";0;2;1;0;0;0;0;0
"2020-03-16 00:00";0;1;2;0;0;0;0;1
"2020-03-15 00:00";0;10;6;0;0;0;0;1
"2020-03-14 00:00";0;12;1;0;0;0;0;0
"2020-03-13 00:00";0;19;4;0;0;0;0;0
"2020-03-12 00:00";1;9;2;0;0;1;0;2
"2020-03-11 00:00";0;5;0;0;0;0;0;1
"2020-03-10 00:00";0;7;3;0;0;0;0;2
"2020-03-09 00:00";0;14;7;0;0;0;0;2
"2020-03-08 00:00";0;10;2;0;0;0;0;0
"2020-03-07 00:00";0;13;3;0;0;0;0;0
"2020-03-06 00:00";0;14;1;0;0;0;0;0
"2020-03-05 00:00";0;2;0;0;0;0;0;0
"2020-03-04 00:00";0;1;0;0;0;0;0;0
"2020-03-03 00:00";0;5;0;0;0;0;0;2
"2020-03-02 00:00";0;5;3;0;0;2;0;0
"2020-03-01 00:00";0;4;3;0;0;1;0;0
"2020-02-29 00:00";0;2;1;0;0;0;0;0
"2020-02-28 00:00";0;3;0;0;0;0;0;0
"2020-02-27 00:00";0;3;0;0;0;0;0;0
"2020-02-26 00:00";0;3;0;0;0;0;0;1
"2020-02-25 00:00";0;5;2;0;0;0;0;0
"2020-02-24 00:00";0;57;2;0;0;0;0;0
"2020-02-23 00:00";1;41;3;0;0;0;0;0
"2020-02-22 00:00";0;9;1;0;0;0;0;0
"2020-02-21 00:00";0;19;7;0;0;0;0;0
"2020-02-20 00:00";0;15;5;0;0;0;0;0
"2020-02-19 00:00";0;11;3;0;0;0;0;0
"2020-02-18 00:00";1;47;11;0;0;0;0;0
"2020-02-17 00:00";1;97;22;0;0;1;0;2
"2020-02-16 00:00";0;5;1;0;0;1;0;0
"2020-02-15 00:00";0;8;0;0;0;0;0;1
"2020-02-14 00:00";0;11;0;0;0;0;0;0
"2020-02-13 00:00";;;;;;;;
"2020-02-12 00:00";0;11;2;0;0;0;0;0
"2020-02-11 00:00";0;5;1;0;0;0;0;1
"2020-02-10 00:00";0;5;2;0;0;0;0;3
"2020-02-09 00:00";0;14;6;0;0;0;0;3
"2020-02-08 00:00";1;0;0;0;0;0;0;0
"2020-02-07 00:00";0;4;1;0;0;0;0;1
"2020-02-06 00:00";0;11;0;0;0;0;0;0
"2020-02-05 00:00";0;28;15;0;0;0;0;0
"2020-02-04 00:00";0;7;0;0;0;0;0;0
"2020-02-03 00:00";0;59;5;0;0;0;0;0
"2020-02-02 00:00";0;9;0;0;0;0;0;0
"2020-02-01 00:00";0;1;0;0;0;0;0;3
"2020-01-31 00:00";0;0;1;0;0;0;0;0
"2020-01-30 00:00";0;1;0;0;0;0;0;0
"2020-01-29 00:00";0;4;0;0;0;0;0;0
"2020-01-28 00:00";0;3;0;0;0;0;0;0
"2020-01-27 00:00";0;0;0;0;0;0;0;0
"2020-01-26 00:00";0;5;0;0;0;0;0;1
"2020-01-25 00:00";0;8;1;0;0;0;0;0
"2020-01-24 00:00";0;3;0;0;0;0;0;0
"2020-01-23 00:00";0;5;0;0;0;0;0;0
"2020-01-22 00:00";0;9;1;0;0;0;0;0
"2020-01-21 00:00";;;;;;;;
"2020-01-20 00:00";;;;;;;;
