Kuupäev;Kask;Lepp;Sarapuu;Kõrrelised;Puju;Kadakas;Malts;Alternaria
"2016-09-19 01:00";0;0;0;0;0;0;0;3
"2016-09-18 01:00";0;0;0;0;0;0;0;5
"2016-09-17 01:00";0;0;0;0;0;0;0;3
"2016-09-16 01:00";0;0;0;0;0;0;0;1
"2016-09-15 01:00";0;0;0;9;0;0;0;11
"2016-09-14 01:00";0;0;0;0;0;0;0;7
"2016-09-13 01:00";0;0;0;0;0;0;0;2
"2016-09-12 01:00";0;0;0;0;0;0;0;6
"2016-09-11 01:00";0;0;0;3;0;0;0;22
"2016-09-10 01:00";0;0;0;1;0;0;0;34
"2016-09-09 01:00";0;0;0;2;0;0;0;45
"2016-09-08 01:00";0;0;0;5;0;0;0;22
"2016-09-07 01:00";0;0;0;7;0;0;0;24
"2016-09-06 01:00";0;0;0;1;0;0;0;18
"2016-09-05 01:00";0;0;0;0;0;0;0;7
"2016-09-04 01:00";0;0;0;2;0;0;0;0
"2016-09-03 01:00";0;0;0;0;0;0;0;17
"2016-09-02 01:00";0;0;0;4;0;0;0;26
"2016-09-01 01:00";0;0;0;2;0;0;0;62
"2016-08-31 01:00";0;0;0;0;0;0;0;19
"2016-08-30 01:00";0;0;0;0;0;0;0;7
"2016-08-29 01:00";0;0;0;0;0;0;0;9
"2016-08-28 01:00";1;0;0;2;0;0;0;13
"2016-08-27 01:00";1;0;0;9;5;0;0;179
"2016-08-26 01:00";0;0;0;0;5;0;0;142
"2016-08-25 01:00";0;1;0;0;5;0;0;39
"2016-08-24 01:00";0;0;0;2;0;0;0;9
"2016-08-23 01:00";0;0;0;0;3;0;0;15
"2016-08-22 01:00";0;0;0;2;3;0;0;54
"2016-08-21 01:00";0;0;0;16;14;0;0;262
"2016-08-20 01:00";0;0;0;1;7;0;0;96
"2016-08-19 01:00";0;0;0;1;10;0;0;182
"2016-08-18 01:00";0;0;0;1;7;0;0;16
"2016-08-17 01:00";2;1;0;2;0;0;0;10
"2016-08-16 01:00";0;0;0;1;0;0;0;4
"2016-08-15 01:00";0;0;0;13;9;0;0;2
"2016-08-14 01:00";0;0;0;0;8;0;0;3
"2016-08-13 01:00";0;0;0;0;0;0;0;6
"2016-08-12 01:00";0;0;0;7;8;0;0;7
"2016-08-11 01:00";1;0;0;4;13;0;0;31
"2016-08-10 01:00";3;0;0;0;25;0;0;66
"2016-08-09 01:00";0;0;0;10;34;0;0;123
"2016-08-08 01:00";1;0;0;10;43;0;0;182
"2016-08-07 01:00";0;0;0;19;2;0;1;24
"2016-08-06 01:00";0;0;0;3;18;0;0;26
"2016-08-05 01:00";1;0;0;14;17;0;2;100
"2016-08-04 01:00";0;0;0;7;26;0;0;69
"2016-08-03 01:00";0;0;0;10;19;0;0;18
"2016-08-02 01:00";0;0;0;4;8;0;0;44
"2016-08-01 01:00";0;0;0;0;11;0;0;17
"2016-07-31 01:00";0;0;0;2;17;0;0;34
"2016-07-30 01:00";0;0;0;6;33;0;1;24
"2016-07-29 01:00";0;0;0;0;3;0;0;9
"2016-07-28 01:00";0;0;0;5;18;0;0;26
"2016-07-27 01:00";0;0;0;10;0;0;0;78
"2016-07-26 01:00";0;0;0;12;7;0;4;42
"2016-07-25 01:00";0;0;0;3;5;0;0;13
"2016-07-24 01:00";1;1;0;0;7;0;2;10
"2016-07-23 01:00";0;0;0;0;3;0;5;0
"2016-07-22 01:00";3;0;0;0;2;0;0;10
"2016-07-21 01:00";0;0;0;7;3;0;0;22
"2016-07-20 01:00";1;0;0;2;0;0;0;6
"2016-07-19 01:00";0;0;0;4;0;0;4;5
"2016-07-18 01:00";1;0;0;17;2;0;0;16
"2016-07-17 01:00";0;0;0;5;0;0;0;26
"2016-07-16 01:00";2;0;0;0;0;0;0;14
"2016-07-15 01:00";1;0;0;5;2;0;0;53
"2016-07-14 01:00";0;0;0;4;1;0;0;11
"2016-07-13 01:00";1;0;0;5;0;0;0;28
"2016-07-12 01:00";0;0;0;9;1;0;0;34
"2016-07-11 01:00";0;0;0;4;0;0;0;2
"2016-07-10 01:00";;;;;;;;
"2016-07-09 01:00";0;0;0;20;0;0;0;9
"2016-07-08 01:00";4;0;0;12;0;0;1;4
"2016-07-07 01:00";1;1;0;5;0;0;0;0
"2016-07-06 01:00";0;0;0;9;0;0;0;3
"2016-07-05 01:00";6;1;0;7;0;0;0;14
"2016-07-04 01:00";;;;;;;;
"2016-07-03 01:00";;;;;;;;
"2016-07-02 01:00";1;0;0;12;0;0;2;35
"2016-07-01 01:00";0;0;0;8;0;0;0;25
"2016-06-30 01:00";0;1;0;18;0;0;0;31
"2016-06-29 01:00";0;0;0;20;0;0;0;85
"2016-06-28 01:00";0;0;0;13;0;0;0;18
"2016-06-27 01:00";0;0;0;4;0;0;0;19
"2016-06-26 01:00";4;0;0;20;0;0;0;18
"2016-06-25 01:00";1;0;0;25;0;0;0;9
"2016-06-24 01:00";1;0;0;7;0;0;0;17
"2016-06-23 01:00";0;0;0;20;0;0;0;18
"2016-06-22 01:00";0;0;0;12;0;0;0;17
"2016-06-21 01:00";0;0;0;47;0;1;0;26
"2016-06-20 01:00";7;0;0;45;0;0;0;18
"2016-06-19 01:00";2;0;0;3;0;0;0;0
"2016-06-18 01:00";13;4;0;31;0;0;0;14
"2016-06-17 01:00";1;1;0;4;0;0;0;2
"2016-06-16 01:00";2;0;0;3;0;0;0;5
"2016-06-15 01:00";15;1;0;27;0;1;0;6
"2016-06-14 01:00";1;0;0;18;0;1;0;0
"2016-06-13 01:00";2;0;0;22;0;1;0;4
"2016-06-12 01:00";7;0;0;15;0;0;0;0
"2016-06-11 01:00";16;1;0;0;0;0;0;1
"2016-06-10 01:00";2;0;0;3;0;0;0;2
"2016-06-09 01:00";36;0;0;0;0;1;0;1
"2016-06-08 01:00";13;1;0;6;0;4;0;2
"2016-06-07 01:00";9;0;0;16;0;4;0;7
"2016-06-06 01:00";11;0;0;3;0;0;0;0
"2016-06-05 01:00";11;0;0;3;0;3;0;0
"2016-06-04 01:00";9;2;0;7;0;9;0;0
"2016-06-03 01:00";15;0;0;9;0;37;0;0
"2016-06-02 01:00";20;0;0;7;0;7;0;3
"2016-06-01 01:00";25;1;0;3;0;3;0;3
"2016-05-31 01:00";;;;;;;;
"2016-05-30 01:00";;;;;;;;
"2016-05-29 01:00";;;;;;;;
"2016-05-28 01:00";;;;;;;;
"2016-05-27 01:00";18;2;0;3;0;54;0;4
"2016-05-26 01:00";27;1;0;3;0;94;0;1
"2016-05-25 01:00";7;0;0;1;0;10;0;3
"2016-05-24 01:00";50;1;0;7;0;34;0;5
"2016-05-23 01:00";30;0;0;2;0;27;0;1
"2016-05-22 01:00";9;0;0;1;0;45;0;0
"2016-05-21 01:00";102;1;0;0;0;13;0;1
"2016-05-20 01:00";17;0;0;1;0;15;0;1
"2016-05-19 01:00";18;0;0;1;0;58;0;0
"2016-05-18 01:00";47;0;0;2;0;1;0;3
"2016-05-17 01:00";58;2;0;0;0;0;0;2
"2016-05-16 01:00";137;0;0;0;0;1;0;2
"2016-05-15 01:00";345;1;0;0;0;0;0;16
"2016-05-14 01:00";348;2;0;0;0;2;0;4
"2016-05-13 01:00";607;6;0;0;0;0;0;0
"2016-05-12 01:00";508;4;0;0;0;1;0;4
"2016-05-11 01:00";2927;0;0;0;0;1;0;0
"2016-05-10 01:00";2359;2;0;0;0;0;0;1
"2016-05-09 01:00";801;1;0;0;0;0;0;0
"2016-05-08 01:00";1995;3;0;0;0;0;0;0
"2016-05-07 01:00";1361;1;0;0;0;0;0;0
"2016-05-06 01:00";2244;4;0;0;0;0;0;0
"2016-05-05 01:00";2296;2;0;0;0;0;0;1
"2016-05-04 01:00";4958;7;0;0;0;0;0;0
"2016-05-03 01:00";3021;1;0;0;0;1;0;2
"2016-05-02 01:00";859;3;0;0;0;0;0;1
"2016-05-01 01:00";109;0;0;0;0;0;0;0
"2016-04-30 01:00";44;0;0;0;0;0;0;0
"2016-04-29 01:00";73;1;1;0;0;0;0;0
"2016-04-28 01:00";68;0;0;0;0;0;0;1
"2016-04-27 01:00";48;2;1;0;0;0;0;1
"2016-04-26 01:00";11;0;0;0;0;0;0;0
"2016-04-25 01:00";2;3;0;0;0;0;0;1
"2016-04-24 01:00";2;1;0;0;0;2;0;0
"2016-04-23 01:00";0;1;0;0;0;0;0;0
"2016-04-22 01:00";3;3;0;0;0;0;0;1
"2016-04-21 01:00";1;1;0;0;0;0;0;0
"2016-04-20 01:00";0;1;1;0;0;0;0;0
"2016-04-19 01:00";3;6;0;0;0;0;0;0
"2016-04-18 01:00";7;9;2;0;0;0;0;0
"2016-04-17 01:00";593;6;1;0;0;2;0;3
"2016-04-16 01:00";55;15;4;0;0;0;0;0
"2016-04-15 01:00";3;15;0;0;0;1;0;0
"2016-04-14 01:00";3;43;4;0;0;0;0;0
"2016-04-13 01:00";1;8;0;0;0;3;0;1
"2016-04-12 01:00";2;38;2;0;0;0;0;0
"2016-04-11 01:00";1;26;1;0;0;0;0;1
"2016-04-10 01:00";0;19;0;0;0;0;0;0
"2016-04-09 01:00";0;16;1;0;0;2;0;1
"2016-04-08 01:00";4;25;2;0;0;2;0;0
"2016-04-07 01:00";3;54;5;0;0;1;0;0
"2016-04-06 01:00";0;251;24;0;0;2;0;0
"2016-04-05 01:00";0;139;17;0;0;0;0;1
"2016-04-04 01:00";0;194;7;0;0;0;0;0
"2016-04-03 01:00";0;47;0;0;0;1;0;0
"2016-04-02 01:00";0;586;10;0;0;0;0;0
"2016-04-01 01:00";0;42;1;0;0;0;0;0
"2016-03-31 01:00";0;20;3;0;0;0;0;0
"2016-03-30 01:00";2;338;21;0;0;1;0;0
"2016-03-29 01:00";3;2171;141;0;0;0;0;0
"2016-03-28 01:00";0;856;82;0;0;3;0;2
"2016-03-27 00:00";2;718;20;0;0;0;0;0
"2016-03-26 00:00";0;13;0;0;0;0;0;0
"2016-03-25 00:00";1;41;2;0;0;0;0;0
"2016-03-24 00:00";0;29;3;0;0;0;0;0
"2016-03-23 00:00";1;129;2;0;0;0;0;0
"2016-03-22 00:00";0;8;0;0;0;0;0;0
"2016-03-21 00:00";0;3;0;0;0;0;0;0
"2016-03-20 00:00";0;19;0;0;0;0;0;0
"2016-03-19 00:00";0;27;2;0;0;0;0;0
"2016-03-18 00:00";1;161;0;0;0;0;0;0
"2016-03-17 00:00";1;269;3;0;0;0;0;0
"2016-03-16 00:00";0;54;0;0;0;0;0;0
"2016-03-15 00:00";0;39;0;0;0;0;0;0
"2016-03-14 00:00";0;112;0;0;0;0;0;0
"2016-03-13 00:00";0;15;0;0;0;0;0;0
"2016-03-12 00:00";1;108;0;0;0;0;0;0
"2016-03-11 00:00";0;14;0;0;0;0;0;0
"2016-03-10 00:00";0;16;0;0;0;0;0;0
"2016-03-09 00:00";0;41;0;0;0;0;0;1
"2016-03-08 00:00";0;1;0;0;0;0;0;0
"2016-03-07 00:00";0;17;0;0;0;0;0;0
"2016-03-06 00:00";0;8;0;0;0;0;0;1
"2016-03-05 00:00";0;4;1;0;0;0;0;0
"2016-03-04 00:00";0;5;1;0;0;0;0;0
"2016-03-03 00:00";0;2;0;0;0;0;0;0
"2016-03-02 00:00";0;14;0;0;0;0;0;0
"2016-03-01 00:00";0;12;1;0;0;0;0;0
